customer_id,time_period,after,treatment_group,sales
830,6,0,treatment,0
797,6,0,treatment,5.03
764,6,0,treatment,1.38
466,6,0,control,0
433,6,0,control,8.96
801,6,0,treatment,13.51
768,6,0,treatment,6.81
632,6,0,treatment,3.51
102,6,0,control,0.37
69,6,0,control,0
36,6,0,control,0
831,6,0,treatment,2.37
798,6,0,treatment,1.77
765,6,0,treatment,11.38
467,6,0,control,1.27
434,6,0,control,0
445,6,0,control,11.29
456,6,0,control,2.3
633,6,0,treatment,0
103,6,0,control,6.62
70,6,0,control,4.67
37,6,0,control,0
832,6,0,treatment,0.2
799,6,0,treatment,8.3
766,6,0,treatment,0
468,6,0,control,0
435,6,0,control,0
446,6,0,control,1.57
457,6,0,control,0
634,6,0,treatment,0
104,6,0,control,2.02
71,6,0,control,5.49
38,6,0,control,1.07
833,6,0,treatment,2.5
443,6,0,control,3.28
454,6,0,control,6.52
469,6,0,control,0
436,6,0,control,8.67
447,6,0,control,7
458,6,0,control,0.12
635,6,0,treatment,0
105,6,0,control,1.39
72,6,0,control,8.23
39,6,0,control,0.07
834,6,0,treatment,4.35
444,6,0,control,5.88
455,6,0,control,11.67
470,6,0,control,0
437,6,0,control,4.49
448,6,0,control,7.67
459,6,0,control,2.78
474,6,0,control,3.58
441,6,0,control,3.81
452,6,0,control,0
868,6,0,treatment,3.98
835,6,0,treatment,5.11
846,6,0,treatment,0
857,6,0,treatment,0
471,6,0,control,10.71
438,6,0,control,4.31
449,6,0,control,5.74
460,6,0,control,7.69
475,6,0,control,1.98
442,6,0,control,0.57
453,6,0,control,4.41
869,6,0,treatment,9.66
836,6,0,treatment,0
847,6,0,treatment,6.9
858,6,0,treatment,0
472,6,0,control,4.24
439,6,0,control,4.57
450,6,0,control,13.14
461,6,0,control,0
476,6,0,control,4.84
844,6,0,treatment,0
855,6,0,treatment,9.22
870,6,0,treatment,0
837,6,0,treatment,2.54
848,6,0,treatment,3.95
859,6,0,treatment,7.33
473,6,0,control,0
440,6,0,control,1.06
451,6,0,control,0
462,6,0,control,0
477,6,0,control,6.02
845,6,0,treatment,11.96
856,6,0,treatment,9.87
871,6,0,treatment,0.83
838,6,0,treatment,7.48
849,6,0,treatment,0
860,6,0,treatment,4.45
875,6,0,treatment,0
842,6,0,treatment,0
853,6,0,treatment,4.03
463,6,0,control,0
478,6,0,control,0.11
489,6,0,control,0
840,6,0,treatment,0
872,6,0,treatment,0
839,6,0,treatment,0
850,6,0,treatment,0
861,6,0,treatment,0
876,6,0,treatment,6.78
843,6,0,treatment,0
854,6,0,treatment,15.32
464,6,0,control,0
479,6,0,control,1.37
490,6,0,control,7.05
841,6,0,treatment,4.81
873,6,0,treatment,9.2
863,6,0,treatment,2.82
851,6,0,treatment,0.4
862,6,0,treatment,0
877,6,0,treatment,0
487,6,0,control,0.17
481,6,0,control,6.35
866,6,0,treatment,0.24
480,6,0,control,2.95
491,6,0,control,10.04
485,6,0,control,0
874,6,0,treatment,4.75
864,6,0,treatment,8.3
852,6,0,treatment,14.64
890,6,0,treatment,0.24
878,6,0,treatment,0
488,6,0,control,7.32
482,6,0,control,4.85
867,6,0,treatment,2.7
888,6,0,treatment,10.13
492,6,0,control,0
486,6,0,control,8.23
497,6,0,control,0
865,6,0,treatment,6.59
496,6,0,control,0.01
891,6,0,treatment,0
879,6,0,treatment,5.06
495,6,0,control,0.76
483,6,0,control,3.58
494,6,0,control,4.93
889,6,0,treatment,7.33
493,6,0,control,7.41
894,6,0,treatment,0
882,6,0,treatment,0
893,6,0,treatment,14.11
881,6,0,treatment,2.8
892,6,0,treatment,8.3
880,6,0,treatment,0
884,6,0,treatment,5.25
484,6,0,control,9.7
885,6,0,treatment,0
886,6,0,treatment,12.65
895,6,0,treatment,0.3
883,6,0,treatment,2.97
887,6,0,treatment,0
504,7,0,treatment,1.94
399,7,0,control,9.41
402,7,0,control,3.44
404,7,0,control,0
403,7,0,control,0
107,7,0,control,4.47
414,7,0,control,0
505,7,0,treatment,0
401,7,0,control,5.58
407,7,0,control,0
412,7,0,control,3.09
400,7,0,control,0
108,7,0,control,0
405,7,0,control,7.71
605,7,0,treatment,8.16
410,7,0,control,0
106,7,0,control,3.04
415,7,0,control,0
506,7,0,treatment,0
603,7,0,treatment,0
408,7,0,control,0
413,7,0,control,0
434,7,0,control,0
109,7,0,control,4.05
406,7,0,control,0
606,7,0,treatment,0
411,7,0,control,10.78
508,7,0,treatment,0
416,7,0,control,0
507,7,0,treatment,0
604,7,0,treatment,2.11
409,7,0,control,0
111,7,0,control,0.15
435,7,0,control,0
110,7,0,control,0
516,7,0,treatment,2.69
607,7,0,treatment,0
515,7,0,treatment,0
509,7,0,treatment,5.09
417,7,0,control,1.36
432,7,0,control,5.55
443,7,0,control,1.89
513,7,0,treatment,4.09
112,7,0,control,0
436,7,0,control,6.46
609,7,0,treatment,0
517,7,0,treatment,0
608,7,0,treatment,1.08
440,7,0,control,0
510,7,0,treatment,0
418,7,0,control,0
433,7,0,control,6
444,7,0,control,6.45
514,7,0,treatment,2.17
113,7,0,control,0
437,7,0,control,1.51
610,7,0,treatment,15.25
518,7,0,treatment,0
636,7,0,treatment,0
441,7,0,control,0.07
511,7,0,treatment,0
419,7,0,control,0
7,7,0,control,0
445,7,0,control,8.29
618,7,0,treatment,15.12
114,7,0,control,3.87
438,7,0,control,3.5
611,7,0,treatment,0
519,7,0,treatment,0.88
637,7,0,treatment,0
442,7,0,control,1.22
512,7,0,treatment,0
420,7,0,control,0
8,7,0,control,0
446,7,0,control,0
619,7,0,treatment,0
115,7,0,control,0
439,7,0,control,3.09
612,7,0,treatment,0
520,7,0,treatment,3.73
638,7,0,treatment,0
16,7,0,control,0
616,7,0,treatment,9.84
421,7,0,control,0.91
9,7,0,control,0
447,7,0,control,5.32
620,7,0,treatment,0
116,7,0,control,3.79
13,7,0,control,0.01
613,7,0,treatment,3.97
521,7,0,treatment,0
639,7,0,treatment,4.64
17,7,0,control,3.24
617,7,0,treatment,1.51
422,7,0,control,0
10,7,0,control,3.18
448,7,0,control,5.84
621,7,0,treatment,6.29
117,7,0,control,1.6
14,7,0,control,0
614,7,0,treatment,0
522,7,0,treatment,8.11
640,7,0,treatment,3.31
18,7,0,control,0
456,7,0,control,0.99
423,7,0,control,0
11,7,0,control,0
449,7,0,control,4.47
622,7,0,treatment,3.37
118,7,0,control,0
15,7,0,control,4.24
615,7,0,treatment,10.61
523,7,0,treatment,0
641,7,0,treatment,0
19,7,0,control,1.23
457,7,0,control,0
424,7,0,control,2.16
12,7,0,control,0
450,7,0,control,11
623,7,0,treatment,2.84
119,7,0,control,2.34
649,7,0,treatment,5.39
454,7,0,control,3.53
524,7,0,treatment,8.42
642,7,0,treatment,4.65
20,7,0,control,0
458,7,0,control,0
425,7,0,control,0
646,7,0,treatment,0
451,7,0,control,0
624,7,0,treatment,0.74
120,7,0,control,6.86
650,7,0,treatment,3.67
455,7,0,control,8.86
525,7,0,treatment,1.68
643,7,0,treatment,0
21,7,0,control,0
459,7,0,control,0
426,7,0,control,1.14
647,7,0,treatment,5.82
452,7,0,control,0
625,7,0,treatment,0
121,7,0,control,0
651,7,0,treatment,0.19
29,7,0,control,3.51
526,7,0,treatment,6.28
644,7,0,treatment,3.83
22,7,0,control,4.22
460,7,0,control,7.47
427,7,0,control,6.71
648,7,0,treatment,0
453,7,0,control,0.92
626,7,0,treatment,0
122,7,0,control,0.96
652,7,0,treatment,1.27
30,7,0,control,0
527,7,0,treatment,0
645,7,0,treatment,0
23,7,0,control,0
461,7,0,control,0
428,7,0,control,3.58
130,7,0,control,1.89
27,7,0,control,0
627,7,0,treatment,4.49
123,7,0,control,2.66
653,7,0,treatment,0
31,7,0,control,0
528,7,0,treatment,4.78
127,7,0,control,2.82
24,7,0,control,1.72
462,7,0,control,0
429,7,0,control,0
131,7,0,control,0
28,7,0,control,0
628,7,0,treatment,5.01
124,7,0,control,6.81
654,7,0,treatment,7
32,7,0,control,0
529,7,0,treatment,2.69
128,7,0,control,0.83
25,7,0,control,0
463,7,0,control,0
430,7,0,control,1.13
132,7,0,control,3.23
662,7,0,treatment,2.08
629,7,0,treatment,0.28
125,7,0,control,0
655,7,0,treatment,0
33,7,0,control,1.52
530,7,0,treatment,0.44
129,7,0,control,0
26,7,0,control,0
464,7,0,control,0
431,7,0,control,7.28
133,7,0,control,0
663,7,0,treatment,0.07
630,7,0,treatment,7.76
126,7,0,control,2.73
656,7,0,treatment,0
34,7,0,control,2.85
531,7,0,treatment,0
233,7,0,control,0
660,7,0,treatment,0
465,7,0,control,5.34
167,7,0,control,0
134,7,0,control,0.16
664,7,0,treatment,4.16
631,7,0,treatment,8.65
333,7,0,control,2.22
657,7,0,treatment,6.89
35,7,0,control,0
532,7,0,treatment,0
234,7,0,control,4.36
661,7,0,treatment,5.85
466,7,0,control,0
168,7,0,control,0
135,7,0,control,0
665,7,0,treatment,1.41
632,7,0,treatment,1.95
334,7,0,control,0
658,7,0,treatment,0
36,7,0,control,0
533,7,0,treatment,3.12
235,7,0,control,0
202,7,0,control,0
467,7,0,control,0
169,7,0,control,8.12
136,7,0,control,0
666,7,0,treatment,5.92
633,7,0,treatment,0
335,7,0,control,0
659,7,0,treatment,0
37,7,0,control,0
534,7,0,treatment,1.96
236,7,0,control,1.45
203,7,0,control,0
468,7,0,control,0
170,7,0,control,0
137,7,0,control,0
667,7,0,treatment,1.14
634,7,0,treatment,0
336,7,0,control,0.04
200,7,0,control,0
38,7,0,control,0
535,7,0,treatment,3.14
237,7,0,control,3.92
204,7,0,control,11.7
469,7,0,control,0
171,7,0,control,0
138,7,0,control,3.05
668,7,0,treatment,0
635,7,0,treatment,0
337,7,0,control,0
201,7,0,control,0
39,7,0,control,0
536,7,0,treatment,4.36
238,7,0,control,3.52
205,7,0,control,0
470,7,0,control,0
172,7,0,control,0
139,7,0,control,0
669,7,0,treatment,6.72
371,7,0,control,8.11
338,7,0,control,6.25
305,7,0,control,1.46
40,7,0,control,5.43
537,7,0,treatment,7.93
239,7,0,control,0
206,7,0,control,0
471,7,0,control,6.49
173,7,0,control,0.03
140,7,0,control,15.18
670,7,0,treatment,5.68
372,7,0,control,3.57
339,7,0,control,2.33
306,7,0,control,0
41,7,0,control,0
538,7,0,treatment,0
240,7,0,control,0
207,7,0,control,0.82
472,7,0,control,1.13
174,7,0,control,10.02
141,7,0,control,0
671,7,0,treatment,0
373,7,0,control,0
340,7,0,control,6.13
307,7,0,control,3.96
42,7,0,control,7.27
539,7,0,treatment,4.15
241,7,0,control,0
208,7,0,control,6.38
473,7,0,control,0
175,7,0,control,6.51
142,7,0,control,0
672,7,0,treatment,0.35
374,7,0,control,0
341,7,0,control,5.83
308,7,0,control,0.93
43,7,0,control,7.73
540,7,0,treatment,2.35
242,7,0,control,3.12
209,7,0,control,0
474,7,0,control,1.68
176,7,0,control,0
143,7,0,control,0
673,7,0,treatment,0
375,7,0,control,7.18
342,7,0,control,8.03
309,7,0,control,0
44,7,0,control,5.32
541,7,0,treatment,2.03
243,7,0,control,0.17
210,7,0,control,0.14
475,7,0,control,2
177,7,0,control,2.48
144,7,0,control,1.57
674,7,0,treatment,8.94
376,7,0,control,6.76
343,7,0,control,7.53
310,7,0,control,0
45,7,0,control,6.67
542,7,0,treatment,0
244,7,0,control,0
211,7,0,control,0
476,7,0,control,2.39
178,7,0,control,0
145,7,0,control,0.67
675,7,0,treatment,3.89
377,7,0,control,0
344,7,0,control,2.25
311,7,0,control,1.4
46,7,0,control,0.92
543,7,0,treatment,2.58
245,7,0,control,0
212,7,0,control,2.1
477,7,0,control,4.78
179,7,0,control,0
146,7,0,control,0
676,7,0,treatment,1.58
378,7,0,control,6.99
345,7,0,control,0.87
312,7,0,control,0.57
47,7,0,control,0
544,7,0,treatment,4.25
246,7,0,control,5.85
213,7,0,control,5.87
478,7,0,control,0
180,7,0,control,5.14
147,7,0,control,3.17
677,7,0,treatment,5.74
379,7,0,control,0
346,7,0,control,6.49
313,7,0,control,0
48,7,0,control,1.52
545,7,0,treatment,7.8
247,7,0,control,3.65
214,7,0,control,0
479,7,0,control,0
181,7,0,control,7.5
148,7,0,control,6.8
678,7,0,treatment,0
380,7,0,control,0
347,7,0,control,8.2
314,7,0,control,6.15
49,7,0,control,3.55
546,7,0,treatment,6.26
248,7,0,control,2.09
215,7,0,control,0.44
480,7,0,control,3.11
182,7,0,control,0
149,7,0,control,11.75
679,7,0,treatment,0
381,7,0,control,0
348,7,0,control,0.71
315,7,0,control,0
50,7,0,control,3.75
547,7,0,treatment,0
249,7,0,control,0
216,7,0,control,4.44
481,7,0,control,4.06
183,7,0,control,3.88
150,7,0,control,0
680,7,0,treatment,4.31
382,7,0,control,3.7
349,7,0,control,1.11
316,7,0,control,1.15
51,7,0,control,0.85
548,7,0,treatment,3.68
250,7,0,control,6.11
217,7,0,control,5.44
482,7,0,control,2.81
184,7,0,control,0
151,7,0,control,0
681,7,0,treatment,0
383,7,0,control,0
350,7,0,control,0
317,7,0,control,2.25
52,7,0,control,0
549,7,0,treatment,2.96
251,7,0,control,0
218,7,0,control,0
483,7,0,control,1.97
185,7,0,control,1.3
152,7,0,control,0
682,7,0,treatment,0
384,7,0,control,0
351,7,0,control,0
318,7,0,control,0
53,7,0,control,3.37
550,7,0,treatment,7.14
252,7,0,control,0.77
219,7,0,control,1.2
484,7,0,control,6.96
186,7,0,control,8.43
153,7,0,control,2.19
683,7,0,treatment,0.59
385,7,0,control,0.43
352,7,0,control,10.61
319,7,0,control,3.86
54,7,0,control,0
551,7,0,treatment,4.31
253,7,0,control,0.58
220,7,0,control,0
485,7,0,control,0
187,7,0,control,0.23
154,7,0,control,6.42
684,7,0,treatment,0
386,7,0,control,2.79
353,7,0,control,1.71
320,7,0,control,0
55,7,0,control,0
552,7,0,treatment,11.43
254,7,0,control,0
221,7,0,control,0
486,7,0,control,6.28
188,7,0,control,0
155,7,0,control,0
685,7,0,treatment,9.88
387,7,0,control,2.97
354,7,0,control,2.4
321,7,0,control,0
56,7,0,control,3.64
553,7,0,treatment,0
255,7,0,control,0
222,7,0,control,2.95
487,7,0,control,0
189,7,0,control,0.43
156,7,0,control,1.44
686,7,0,treatment,1.33
388,7,0,control,4.08
355,7,0,control,2.25
322,7,0,control,12.4
57,7,0,control,5.69
554,7,0,treatment,0
256,7,0,control,5.21
223,7,0,control,0
488,7,0,control,7.28
190,7,0,control,0
157,7,0,control,0
687,7,0,treatment,7.89
389,7,0,control,8.09
356,7,0,control,5.98
323,7,0,control,0
58,7,0,control,0
555,7,0,treatment,10.06
257,7,0,control,0
224,7,0,control,0
489,7,0,control,0
191,7,0,control,0
158,7,0,control,0
688,7,0,treatment,3.55
390,7,0,control,0.47
357,7,0,control,0
324,7,0,control,11.55
59,7,0,control,5.03
556,7,0,treatment,0
258,7,0,control,0
225,7,0,control,0
490,7,0,control,4.9
192,7,0,control,0
159,7,0,control,0
689,7,0,treatment,0
391,7,0,control,1.03
358,7,0,control,9.23
325,7,0,control,5.16
60,7,0,control,6.29
557,7,0,treatment,9.58
259,7,0,control,2.07
226,7,0,control,0.68
491,7,0,control,6.19
193,7,0,control,0
160,7,0,control,4.57
690,7,0,treatment,1.54
392,7,0,control,5.01
359,7,0,control,0
326,7,0,control,3.59
61,7,0,control,0
558,7,0,treatment,1.72
260,7,0,control,0
227,7,0,control,0
492,7,0,control,0
194,7,0,control,6.81
161,7,0,control,5.94
691,7,0,treatment,5.1
393,7,0,control,0
360,7,0,control,4.46
327,7,0,control,0
62,7,0,control,5.14
559,7,0,treatment,0
261,7,0,control,0
228,7,0,control,8.19
493,7,0,control,4.19
195,7,0,control,5.66
162,7,0,control,0
692,7,0,treatment,0
394,7,0,control,2.97
361,7,0,control,1.21
328,7,0,control,1.55
63,7,0,control,0
560,7,0,treatment,0
262,7,0,control,3.5
229,7,0,control,0
494,7,0,control,1.8
196,7,0,control,3.33
163,7,0,control,0
693,7,0,treatment,0
395,7,0,control,0.78
362,7,0,control,0
329,7,0,control,11.06
64,7,0,control,11.99
561,7,0,treatment,2.28
263,7,0,control,0
230,7,0,control,0.05
495,7,0,control,0
197,7,0,control,0
164,7,0,control,1.42
694,7,0,treatment,0
396,7,0,control,5.85
363,7,0,control,0
330,7,0,control,0.83
65,7,0,control,2.19
562,7,0,treatment,3.16
264,7,0,control,0
231,7,0,control,1.42
496,7,0,control,0
198,7,0,control,0
165,7,0,control,7.6
695,7,0,treatment,2.84
397,7,0,control,2.7
364,7,0,control,0
331,7,0,control,4.34
66,7,0,control,0
563,7,0,treatment,1.13
265,7,0,control,0
232,7,0,control,5.69
497,7,0,control,0
199,7,0,control,0
166,7,0,control,0
696,7,0,treatment,0
398,7,0,control,0
365,7,0,control,0
332,7,0,control,0
67,7,0,control,0
564,7,0,treatment,8.56
266,7,0,control,3.12
1,7,0,control,2.87
498,7,0,control,0
763,7,0,treatment,0
995,7,0,treatment,0
697,7,0,treatment,0
962,7,0,treatment,2.59
366,7,0,control,5.07
101,7,0,control,0
68,7,0,control,0
565,7,0,treatment,0
267,7,0,control,0
2,7,0,control,0
499,7,0,control,1.77
764,7,0,treatment,0
996,7,0,treatment,0
698,7,0,treatment,8
963,7,0,treatment,0
367,7,0,control,2.82
102,7,0,control,0
69,7,0,control,0
566,7,0,treatment,0
268,7,0,control,4.25
3,7,0,control,0
500,7,0,control,1.21
765,7,0,treatment,9.24
997,7,0,treatment,0
699,7,0,treatment,3.28
964,7,0,treatment,0
368,7,0,control,0
103,7,0,control,4.27
70,7,0,control,3.86
567,7,0,treatment,1.34
269,7,0,control,0.71
4,7,0,control,0.35
501,7,0,treatment,2.47
766,7,0,treatment,0
998,7,0,treatment,0
700,7,0,treatment,0
965,7,0,treatment,2.56
369,7,0,control,1.12
104,7,0,control,1
71,7,0,control,3.6
568,7,0,treatment,0
270,7,0,control,1.08
5,7,0,control,0
502,7,0,treatment,0
767,7,0,treatment,8.23
999,7,0,treatment,0
701,7,0,treatment,6.59
966,7,0,treatment,0.62
370,7,0,control,0.88
105,7,0,control,2.81
72,7,0,control,1.72
569,7,0,treatment,3.43
271,7,0,control,2.8
6,7,0,control,0
503,7,0,treatment,3.41
768,7,0,treatment,4.42
1000,7,0,treatment,8.04
702,7,0,treatment,0
967,7,0,treatment,6.89
934,7,0,treatment,4.06
901,7,0,treatment,0.4
73,7,0,control,6.36
570,7,0,treatment,5.15
272,7,0,control,1.92
802,7,0,treatment,0
77,7,0,control,9.24
769,7,0,treatment,0
736,7,0,treatment,4.48
703,7,0,treatment,0
968,7,0,treatment,0.77
935,7,0,treatment,2.88
902,7,0,treatment,3.34
74,7,0,control,0
571,7,0,treatment,0
273,7,0,control,0
803,7,0,treatment,1.09
78,7,0,control,1.64
770,7,0,treatment,0
737,7,0,treatment,4.38
704,7,0,treatment,3.28
969,7,0,treatment,0
936,7,0,treatment,2.14
903,7,0,treatment,6.86
75,7,0,control,0
572,7,0,treatment,0
274,7,0,control,1.59
804,7,0,treatment,1.91
79,7,0,control,2.06
771,7,0,treatment,7.77
738,7,0,treatment,0
705,7,0,treatment,2.45
970,7,0,treatment,0.38
937,7,0,treatment,1.57
904,7,0,treatment,0
76,7,0,control,0
573,7,0,treatment,0
275,7,0,control,0
805,7,0,treatment,0
80,7,0,control,0
772,7,0,treatment,4.2
739,7,0,treatment,0
706,7,0,treatment,7.56
971,7,0,treatment,8.68
938,7,0,treatment,0
905,7,0,treatment,9.32
710,7,0,treatment,7.63
574,7,0,treatment,0
276,7,0,control,0
806,7,0,treatment,2.68
81,7,0,control,8.78
773,7,0,treatment,2.85
740,7,0,treatment,0.29
707,7,0,treatment,0
972,7,0,treatment,0.42
939,7,0,treatment,3.69
906,7,0,treatment,0
711,7,0,treatment,0
575,7,0,treatment,0
277,7,0,control,2.8
807,7,0,treatment,0
82,7,0,control,1.98
774,7,0,treatment,3.08
741,7,0,treatment,0
708,7,0,treatment,1.62
973,7,0,treatment,0
940,7,0,treatment,0
907,7,0,treatment,2.86
712,7,0,treatment,0
576,7,0,treatment,1.98
278,7,0,control,0
808,7,0,treatment,0
83,7,0,control,0
775,7,0,treatment,0.6
742,7,0,treatment,0
709,7,0,treatment,2.76
974,7,0,treatment,6.85
941,7,0,treatment,0
908,7,0,treatment,0
713,7,0,treatment,12.42
577,7,0,treatment,0
279,7,0,control,5.51
809,7,0,treatment,0
84,7,0,control,1.67
776,7,0,treatment,0
743,7,0,treatment,9.76
813,7,0,treatment,0
975,7,0,treatment,2.44
942,7,0,treatment,0
909,7,0,treatment,1.7
714,7,0,treatment,0
578,7,0,treatment,3.14
280,7,0,control,10.07
810,7,0,treatment,8
85,7,0,control,0
777,7,0,treatment,5.75
744,7,0,treatment,1.93
814,7,0,treatment,7.31
976,7,0,treatment,0
943,7,0,treatment,0.83
910,7,0,treatment,0
715,7,0,treatment,0
579,7,0,treatment,0
281,7,0,control,3.17
811,7,0,treatment,0
86,7,0,control,0
778,7,0,treatment,0.68
745,7,0,treatment,5.92
815,7,0,treatment,4.13
977,7,0,treatment,6.12
944,7,0,treatment,5.91
911,7,0,treatment,0
716,7,0,treatment,0
580,7,0,treatment,0
282,7,0,control,1.54
812,7,0,treatment,1.53
87,7,0,control,1.12
779,7,0,treatment,0.21
746,7,0,treatment,7.35
816,7,0,treatment,4.15
978,7,0,treatment,3.38
945,7,0,treatment,4.47
912,7,0,treatment,0
717,7,0,treatment,2.99
581,7,0,treatment,3.22
283,7,0,control,0
916,7,0,treatment,3.51
88,7,0,control,0
780,7,0,treatment,0
747,7,0,treatment,5.21
817,7,0,treatment,3.48
979,7,0,treatment,6.7
946,7,0,treatment,0
913,7,0,treatment,1.38
718,7,0,treatment,0
582,7,0,treatment,4.13
284,7,0,control,2.54
917,7,0,treatment,5.01
89,7,0,control,0
781,7,0,treatment,3.89
748,7,0,treatment,4.23
818,7,0,treatment,4.19
980,7,0,treatment,3.89
947,7,0,treatment,2.38
914,7,0,treatment,0
719,7,0,treatment,4.98
583,7,0,treatment,14.33
285,7,0,control,0
918,7,0,treatment,5.66
90,7,0,control,7.84
782,7,0,treatment,0
749,7,0,treatment,0
819,7,0,treatment,3.82
981,7,0,treatment,0
948,7,0,treatment,9.06
915,7,0,treatment,1.07
720,7,0,treatment,2.45
584,7,0,treatment,0
286,7,0,control,5.54
919,7,0,treatment,4.27
91,7,0,control,0
783,7,0,treatment,3.94
750,7,0,treatment,4.57
820,7,0,treatment,0
982,7,0,treatment,10.25
949,7,0,treatment,12.87
754,7,0,treatment,0.2
721,7,0,treatment,11.97
585,7,0,treatment,1.49
287,7,0,control,0
920,7,0,treatment,8.18
92,7,0,control,4.39
784,7,0,treatment,0
751,7,0,treatment,1.38
821,7,0,treatment,0
983,7,0,treatment,11.95
950,7,0,treatment,0
755,7,0,treatment,0
722,7,0,treatment,6.2
586,7,0,treatment,0.23
288,7,0,control,0
921,7,0,treatment,0
93,7,0,control,0
785,7,0,treatment,3.91
752,7,0,treatment,0
822,7,0,treatment,0.55
984,7,0,treatment,3.23
951,7,0,treatment,9.04
756,7,0,treatment,0.42
723,7,0,treatment,1.49
587,7,0,treatment,3.72
289,7,0,control,1.64
922,7,0,treatment,0.68
94,7,0,control,0
786,7,0,treatment,0
753,7,0,treatment,2.87
823,7,0,treatment,0
985,7,0,treatment,0
952,7,0,treatment,5.77
757,7,0,treatment,0
724,7,0,treatment,3.06
588,7,0,treatment,0
290,7,0,control,3.68
923,7,0,treatment,0
95,7,0,control,0
787,7,0,treatment,0
294,7,0,control,4.47
824,7,0,treatment,3.81
986,7,0,treatment,0
953,7,0,treatment,4.5
758,7,0,treatment,0
725,7,0,treatment,1.59
589,7,0,treatment,0
291,7,0,control,0
924,7,0,treatment,6.05
96,7,0,control,6.48
788,7,0,treatment,7.63
295,7,0,control,0.29
825,7,0,treatment,2.28
987,7,0,treatment,7.26
954,7,0,treatment,6.37
759,7,0,treatment,0
726,7,0,treatment,0
590,7,0,treatment,0
292,7,0,control,6.19
925,7,0,treatment,0.28
97,7,0,control,2.35
789,7,0,treatment,0
296,7,0,control,9.54
826,7,0,treatment,2.4
988,7,0,treatment,6.01
955,7,0,treatment,1.78
760,7,0,treatment,0
727,7,0,treatment,6.7
591,7,0,treatment,5.62
293,7,0,control,0.49
926,7,0,treatment,4.37
98,7,0,control,0
790,7,0,treatment,0
297,7,0,control,0
827,7,0,treatment,3.22
989,7,0,treatment,6.25
956,7,0,treatment,14.99
761,7,0,treatment,0
728,7,0,treatment,1.44
592,7,0,treatment,0.74
960,7,0,treatment,0
927,7,0,treatment,6.6
99,7,0,control,1.11
791,7,0,treatment,0.97
298,7,0,control,0
828,7,0,treatment,1.41
990,7,0,treatment,6.98
957,7,0,treatment,1.63
762,7,0,treatment,3.08
729,7,0,treatment,0
593,7,0,treatment,2.28
961,7,0,treatment,0
928,7,0,treatment,1.9
100,7,0,control,7.85
792,7,0,treatment,7.54
299,7,0,control,5.12
829,7,0,treatment,1.6
991,7,0,treatment,1.12
958,7,0,treatment,4.44
303,7,0,control,6.4
730,7,0,treatment,7.49
594,7,0,treatment,3.29
800,7,0,treatment,6.69
929,7,0,treatment,0
734,7,0,treatment,7.82
793,7,0,treatment,0
300,7,0,control,6.22
830,7,0,treatment,0
992,7,0,treatment,0.22
959,7,0,treatment,4.49
304,7,0,control,0
731,7,0,treatment,0
595,7,0,treatment,0
801,7,0,treatment,13.32
930,7,0,treatment,3.69
735,7,0,treatment,1.08
794,7,0,treatment,0.02
301,7,0,control,0
831,7,0,treatment,0
993,7,0,treatment,0
798,7,0,treatment,0
868,7,0,treatment,2.11
732,7,0,treatment,2.85
596,7,0,treatment,2.47
857,7,0,treatment,0
931,7,0,treatment,5.57
839,7,0,treatment,0
795,7,0,treatment,3.99
302,7,0,control,0
832,7,0,treatment,0
994,7,0,treatment,0.53
799,7,0,treatment,7.88
869,7,0,treatment,8.14
733,7,0,treatment,1.58
597,7,0,treatment,4.85
858,7,0,treatment,0
932,7,0,treatment,4.78
840,7,0,treatment,0
796,7,0,treatment,0.65
862,7,0,treatment,0
833,7,0,treatment,0.17
844,7,0,treatment,0
855,7,0,treatment,8.32
870,7,0,treatment,0
837,7,0,treatment,0.37
598,7,0,treatment,3.12
859,7,0,treatment,5.48
933,7,0,treatment,0.08
841,7,0,treatment,2.4
797,7,0,treatment,4.34
863,7,0,treatment,0.1
834,7,0,treatment,2.41
845,7,0,treatment,12.45
856,7,0,treatment,7.27
871,7,0,treatment,0
838,7,0,treatment,5.74
599,7,0,treatment,8.12
860,7,0,treatment,3.2
875,7,0,treatment,0
842,7,0,treatment,0
853,7,0,treatment,0.79
864,7,0,treatment,7.21
835,7,0,treatment,3.62
846,7,0,treatment,0
884,7,0,treatment,1.78
872,7,0,treatment,0
883,7,0,treatment,2.64
600,7,0,treatment,2.52
861,7,0,treatment,0
876,7,0,treatment,6.06
843,7,0,treatment,0
854,7,0,treatment,13.35
865,7,0,treatment,5.6
836,7,0,treatment,0
847,7,0,treatment,2.33
885,7,0,treatment,0
873,7,0,treatment,7.02
890,7,0,treatment,0
601,7,0,treatment,4.02
889,7,0,treatment,3.63
877,7,0,treatment,0
888,7,0,treatment,9.09
899,7,0,treatment,2.55
866,7,0,treatment,0
881,7,0,treatment,0
848,7,0,treatment,0.62
886,7,0,treatment,12.47
874,7,0,treatment,3.2
891,7,0,treatment,0
602,7,0,treatment,0
852,7,0,treatment,13.63
878,7,0,treatment,0
851,7,0,treatment,0
900,7,0,treatment,4.03
867,7,0,treatment,3.03
882,7,0,treatment,0
849,7,0,treatment,0
887,7,0,treatment,0
898,7,0,treatment,2.9
892,7,0,treatment,4.5
897,7,0,treatment,0.3
880,7,0,treatment,0
879,7,0,treatment,2.19
850,7,0,treatment,0
